name,url,type,cr
"Robot, Scrapyard",https://www.d20pfsrd.com/bestiary/monster-listings/constructs/robot/robot-scrapyard/,constructs,3
"Robot, Security Mannequin",https://www.d20pfsrd.com/bestiary/monster-listings/constructs/robot/security-mannequin/,constructs,3
"Robot, Terraformer",https://www.d20pfsrd.com/bestiary/monster-listings/constructs/robot/robot-terraformer/,constructs,7
"Robot, Torturer",https://www.d20pfsrd.com/bestiary/monster-listings/constructs/robot/robot-torturer/,constructs,8
"Robot, Annihilator, Soulbound",https://www.d20pfsrd.com/bestiary/monster-listings/constructs/robot-annihilator-soulbound/,constructs,17
"Robot, Director",https://www.d20pfsrd.com/bestiary/monster-listings/constructs/robot-director/,constructs,10
"Robot, Evaluator",https://www.d20pfsrd.com/bestiary/monster-listings/constructs/robot-evaluator/,constructs,12
"Robot, Haunted",https://www.d20pfsrd.com/bestiary/monster-listings/constructs/robot-haunted/,constructs,15
"Robot, Juggernaut",https://www.d20pfsrd.com/bestiary/monster-listings/constructs/robot-juggernaut/,constructs,15
"Robot, Surgeon",https://www.d20pfsrd.com/bestiary/monster-listings/constructs/robot-surgeon/,constructs,14
Rune Guardian,https://www.d20pfsrd.com/bestiary/monster-listings/constructs/rune-guardian/,constructs,1
Scarecrow,https://www.d20pfsrd.com/bestiary/monster-listings/constructs/scarecrow/,constructs,4
Scarecrow (3pp),https://www.d20pfsrd.com/bestiary/monster-listings/constructs/scarecrow-tohc/,constructs,4
Sentient Waxwork,https://www.d20pfsrd.com/bestiary/monster-listings/constructs/sentient-waxwork/,constructs,12
Sentinel Hut,https://www.d20pfsrd.com/bestiary/monster-listings/constructs/sentinel-hut/,constructs,8
"Sentinel, Bronze",https://www.d20pfsrd.com/bestiary/monster-listings/constructs/sentinel-bronze/,constructs,3
"Sentinel, Marble",https://www.d20pfsrd.com/bestiary/monster-listings/constructs/sentinel-marble/,constructs,4
Ship in a Bottle,https://www.d20pfsrd.com/bestiary/monster-listings/constructs/ship-in-a-bottle/,constructs,2
"Ship in a Bottle, Bottled Armada",https://www.d20pfsrd.com/bestiary/monster-listings/constructs/bottled-armada/,constructs,6
Ship Sentinel,https://www.d20pfsrd.com/bestiary/monster-listings/constructs/sentinel-ship/,constructs,7
"Shrine Stone, Animated (3pp)",https://www.d20pfsrd.com/bestiary/monster-listings/constructs/shrine-stone-animated/,constructs,7
"Skeleton, Lead (3pp)",https://www.d20pfsrd.com/bestiary/monster-listings/constructs/skeleton-lead/,constructs,7
Skinstitch,https://www.d20pfsrd.com/bestiary/monster-listings/constructs/skinstitch/,constructs,5
Skull Ripper,https://www.d20pfsrd.com/bestiary/monster-listings/constructs/skull-ripper/,constructs,9
Smoke Sentinel,https://www.d20pfsrd.com/bestiary/monster-listings/constructs/smoke-sentinel/,constructs,9
Soulbound,https://www.d20pfsrd.com/bestiary/monster-listings/constructs/soulbound/,constructs,UNKNOWN
Soulbound Doll,https://www.d20pfsrd.com/bestiary/monster-listings/constructs/soulbound/doll-soulbound/,constructs,2
Soulbound Mannequin,https://www.d20pfsrd.com/bestiary/monster-listings/constructs/soulbound/soulbound-mannequin/,constructs,7
Soulbound Shell,https://www.d20pfsrd.com/bestiary/monster-listings/constructs/soulbound/soulbound-shell/,constructs,12
Spinning Orb,https://www.d20pfsrd.com/bestiary/monster-listings/constructs/spinning-orb/,constructs,1/2
"Swarm, Adamantine Wasp (3pp)",https://www.d20pfsrd.com/bestiary/monster-listings/constructs/swarm-adamantine-wasp-tohc/,constructs,10
Talos,https://www.d20pfsrd.com/bestiary/monster-listings/constructs/talos/,constructs,18/M
Taotieh,https://www.d20pfsrd.com/bestiary/monster-listings/constructs/taotieh/,constructs,11 (
Tattoo Guardian,https://www.d20pfsrd.com/bestiary/monster-listings/constructs/tattoo-guardian/,constructs,3 (X
Taxidermic Grizzly Bear,https://www.d20pfsrd.com/bestiary/monster-listings/constructs/taxidermic-grizzly-bear/,constructs,3
Terra-cotta Soldier,https://www.d20pfsrd.com/bestiary/monster-listings/constructs/terra-cotta-soldier/,constructs,6
Terra-cotta Archer,https://www.d20pfsrd.com/bestiary/monster-listings/constructs/terra-cotta-soldier/terra-cotta-archer/,constructs,6
Terra-cotta Horseman,https://www.d20pfsrd.com/bestiary/monster-listings/constructs/terra-cotta-soldier/terra-cotta-horseman/,constructs,7
The Scarecrow,https://www.d20pfsrd.com/bestiary/monster-listings/constructs/the-scarecrow/,constructs,8
Tiberolith,https://www.d20pfsrd.com/bestiary/monster-listings/constructs/tiberolith/,constructs,10
Tome of Horrors (3pp),https://www.d20pfsrd.com/bestiary/monster-listings/constructs/tome-of-horrors/,constructs,20
Tophet,https://www.d20pfsrd.com/bestiary/monster-listings/constructs/tophet/,constructs,10
Tribal Totem,https://www.d20pfsrd.com/bestiary/monster-listings/constructs/tribal-totem/,constructs,6
Tupilaq,https://www.d20pfsrd.com/bestiary/monster-listings/constructs/tupilaq/,constructs,7
Tyngdekraften,https://www.d20pfsrd.com/bestiary/monster-listings/constructs/tyngdekraften/,constructs,14
Urannag,https://www.d20pfsrd.com/bestiary/monster-listings/constructs/urannag/,constructs,8
Ushabti,https://www.d20pfsrd.com/bestiary/monster-listings/constructs/ushabti/,constructs,6
Warden Jack Swarm (3pp),https://www.d20pfsrd.com/bestiary/monster-listings/constructs/swarm-warden-jack-tohc/,constructs,4
Warmonger,https://www.d20pfsrd.com/bestiary/monster-listings/constructs/warmonger/,constructs,19
Warmonger Wasp,https://www.d20pfsrd.com/bestiary/monster-listings/constructs/warmonger-wasp/,constructs,7
"Warp Storm, Gyeongsa",https://www.d20pfsrd.com/bestiary/monster-listings/constructs/warp-storm-gyeongsa/,constructs,10
Watcher of Green Pyramid,https://www.d20pfsrd.com/bestiary/monster-listings/constructs/watcher-of-green-pyramid/,constructs,20
Waxwork Human,https://www.d20pfsrd.com/bestiary/monster-listings/constructs/waxwork-human/,constructs,2
Wickerman,https://www.d20pfsrd.com/bestiary/monster-listings/constructs/wickerman/,constructs,13
Wyrwood Rogue 1 (CR 1/2),https://www.d20pfsrd.com/bestiary/monster-listings/constructs/wyrwood/,constructs,1/2)
Dragons,https://www.d20pfsrd.com/bestiary/monster-listings/dragons/,dragons,UNKNOWN
Amphiptere,https://www.d20pfsrd.com/bestiary/monster-listings/dragons/amphiptere/,dragons,4
Biddrina,https://www.d20pfsrd.com/bestiary/monster-listings/dragons/biddrina/,dragons,12
Calligraphy Wyrm,https://www.d20pfsrd.com/bestiary/monster-listings/dragons/calligraphy-wyrm/,dragons,2
Castellan,https://www.d20pfsrd.com/bestiary/monster-listings/dragons/castellan/,dragons,11
Cetus,https://www.d20pfsrd.com/bestiary/monster-listings/dragons/cetus/,dragons,13
"Chromatic Dragon, Brown",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/chromatic-dragon-brown/,dragons,4;
"Chromatic Dragon, Gray",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/chromatic-dragon-gray/,dragons,6;
"Chromatic Dragon, Orange",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/chromatic-dragon-orange/,dragons,3;
"Chromatic Dragon, Pink",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/chromatic-dragon-pink/,dragons,5;
"Chromatic Dragon, Purple",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/chromatic-dragon-purple/,dragons,6;
"Chromatic Dragon, Yellow",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/chromatic-dragon-yellow/,dragons,2;
"CuÃ©lebre, Adult",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/cuelebre-adult/,dragons,15
"CuÃ©lebre, Ancient",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/cuelebre-ancient/,dragons,20
"CuÃ©lebre, Young",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/cuelebre-young/,dragons,11
Dracolisk,https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dracolisk-tohc/,dragons,9
Dragon Turtle,https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-turtle/,dragons,9
Dragon Turtle (Mythic),https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-turtle-mythic/,dragons,11/M
"Dragon Turtle, Ancestral (3pp)",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-turtle-ancestral/,dragons,11
"Dragon, Aeetesâ (3PP)",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-aeetes-cnv/,dragons,8 (X
"Dragon, Beast",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-beast/,dragons,12
"Dragon, Esoteric",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-esoteric/,dragons,UNKNOWN
"Esoteric Dragon, Astral",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-esoteric/esoteric-dragon-astral/,dragons,5;
"Astral Dragon, Adult",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-esoteric/esoteric-dragon-astral/astral-dragon-adult/,dragons,13
"Astral Dragon, Ancient",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-esoteric/esoteric-dragon-astral/astral-dragon-ancient/,dragons,18
"Astral Dragon, Young",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-esoteric/esoteric-dragon-astral/astral-dragon-young/,dragons,9
"Esoteric Dragon, Dream",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-esoteric/esoteric-dragon-dream/,dragons,6;
"Dream Dragon, Adult",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-esoteric/esoteric-dragon-dream/dream-dragon-adult/,dragons,14
"Dream Dragon, Ancient",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-esoteric/esoteric-dragon-dream/dream-dragon-ancient/,dragons,19
"Dream Dragon, Young",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-esoteric/esoteric-dragon-dream/dream-dragon-young/,dragons,10
"Esoteric Dragon, Etheric",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-esoteric/esoteric-dragon-etheric/,dragons,3;
"Etheric Dragon, Adult",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-esoteric/esoteric-dragon-etheric/etheric-dragon-adult/,dragons,11
"Etheric Dragon, Ancient",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-esoteric/esoteric-dragon-etheric/etheric-dragon-ancient/,dragons,16
"Etheric Dragon, Young",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-esoteric/esoteric-dragon-etheric/etheric-dragon-young/,dragons,7
"Esoteric Dragon, Nightmare",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-esoteric/esoteric-dragon-nightmare/,dragons,2;
"Nightmare Dragon, Adult",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-esoteric/esoteric-dragon-nightmare/nightmare-dragon-adult/,dragons,10
"Nightmare Dragon, Ancient",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-esoteric/esoteric-dragon-nightmare/nightmare-dragon-ancient/,dragons,15
"Nightmare Dragon, Young",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-esoteric/esoteric-dragon-nightmare/nightmare-dragon-young/,dragons,6
"Esoteric Dragon, Occult",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-esoteric/esoteric-dragon-occult/,dragons,2;
"Occult Dragon, Adult",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-esoteric/esoteric-dragon-occult/occult-dragon-adult/,dragons,10
"Occult Dragon, Ancient",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-esoteric/esoteric-dragon-occult/occult-dragon-ancient/,dragons,15
"Occult Dragon, Young",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-esoteric/esoteric-dragon-occult/occult-dragon-young/,dragons,6
"Dragon, Faerie",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-faerie/,dragons,2
"Dragon, Frostdeath",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-frostdeath/,dragons,8
"Dragon, Ladon",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-ladon/,dragons,24
"Dragon, Maenad",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-maenad/,dragons,13
"Dragon, Metallic (Bronze, Adult, Mythic)",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-metallic-bronze-adult-mythic/,dragons,17/M
"Dragon, Outer",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-outer/,dragons,: Th
"Outer Dragon, Lunar",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-outer/outer-dragon-lunar/,dragons,5;
"Lunar Dragon, Adult",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-outer/outer-dragon-lunar/lunar-dragon-adult/,dragons,13
"Lunar Dragon, Ancient",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-outer/outer-dragon-lunar/lunar-dragon-ancient/,dragons,18
"Lunar Dragon, Young",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-outer/outer-dragon-lunar/lunar-dragon-young/,dragons,9
"Outer Dragon, Solar",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-outer/outer-dragon-solar/,dragons,5;
"Solar Dragon, Adult",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-outer/outer-dragon-solar/solar-dragon-adult/,dragons,13
"Solar Dragon, Ancient",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-outer/outer-dragon-solar/solar-dragon-ancient/,dragons,18
"Solar Dragon, Young",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-outer/outer-dragon-solar/solar-dragon-young/,dragons,9
"Outer Dragon, Time",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-outer/outer-dragon-time/,dragons,7;
"Time Dragon, Adult",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-outer/outer-dragon-time/time-dragon-adult/,dragons,15
"Time Dragon, Ancient",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-outer/outer-dragon-time/time-dragon-ancient/,dragons,20
"Time Dragon, Young",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-outer/outer-dragon-time/time-dragon-young/,dragons,11
"Outer Dragon, Void",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-outer/outer-dragon-void/,dragons,5;
"Void Dragon, Adult",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-outer/outer-dragon-void/void-dragon-adult/,dragons,13
"Void Dragon, Ancient",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-outer/outer-dragon-void/void-dragon-ancient/,dragons,18
"Void Dragon, Young",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-outer/outer-dragon-void/void-dragon-young/,dragons,9
"Outer Dragon, Vortex",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-outer/outer-dragon-vortex/,dragons,6;
"Vortex Dragon, Adult",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-outer/outer-dragon-vortex/vortex-dragon-adult/,dragons,14
"Vortex Dragon, Ancient",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-outer/outer-dragon-vortex/vortex-dragon-ancient/,dragons,19
"Vortex Dragon, Young",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-outer/outer-dragon-vortex/vortex-dragon-young/,dragons,10
"Dragon, Planar",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-planar/,dragons,: Th
"Planar Dragon, Apocalypse",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-planar/planar-dragon-apocalypse/,dragons,8;
"Apocalypse Dragon, Adult",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-planar/planar-dragon-apocalypse/apocalypse-dragon-adult/,dragons,16
"Apocalypse Dragon, Ancient",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-planar/planar-dragon-apocalypse/apocalypse-dragon-ancient/,dragons,21
"Apocalypse Dragon, Young",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-planar/planar-dragon-apocalypse/apocalypse-dragon-young/,dragons,12
"Planar Dragon, Bliss",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-planar/planar-dragon-bliss/,dragons,8;
"Bliss Dragon, Adult",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-planar/planar-dragon-bliss/bliss-dragon-adult/,dragons,16
"Bliss Dragon, Ancient",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-planar/planar-dragon-bliss/bliss-dragon-ancient/,dragons,21
"Bliss Dragon, Young",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-planar/planar-dragon-bliss/bliss-dragon-young/,dragons,12
"Planar Dragon, Edict",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-planar/planar-dragon-edict/,dragons,8;
"Edict Dragon, Adult",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-planar/planar-dragon-edict/edict-dragon-adult/,dragons,16
"Edict Dragon, Ancient",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-planar/planar-dragon-edict/edict-dragon-ancient/,dragons,21
"Edict Dragon, Young",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-planar/planar-dragon-edict/edict-dragon-young/,dragons,12
"Planar Dragon, Crypt",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-planar/planar-dragon-crypt/,dragons,8;
Adult Crypt Dragon CR 16,https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-planar/planar-dragon-crypt/adult-crypt-dragon-cr-16/,dragons,16 –
Ancient Crypt Dragon CR 21,https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-planar/planar-dragon-crypt/ancient-crypt-dragon-cr-21/,dragons,21 –
Young Crypt Dragon CR 12,https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-planar/planar-dragon-crypt/young-crypt-dragon-cr-12/,dragons,12 –
"Planar Dragon, Havoc",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-planar/planar-dragon-havoc/,dragons,8;
Adult Havoc Dragon CR 16,https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-planar/planar-dragon-havoc/adult-havoc-dragon-cr-16/,dragons,16 –
Ancient Havoc Dragon CR 21,https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-planar/planar-dragon-havoc/ancient-havoc-dragon-cr-21/,dragons,21 –
Young Havoc Dragon CR 12,https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-planar/planar-dragon-havoc/young-havoc-dragon-cr-12/,dragons,12 –
"Planar Dragon, Infernal",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-planar/planar-dragon-infernal/,dragons,8;
Adult Infernal Dragon CR 16,https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-planar/planar-dragon-infernal/adult-infernal-dragon-cr-16/,dragons,16 –
Ancient Infernal Dragon CR 21,https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-planar/planar-dragon-infernal/ancient-infernal-dragon-cr-21/,dragons,21 –
Young Infernal Dragon CR 12,https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-planar/planar-dragon-infernal/young-infernal-dragon-cr-12/,dragons,12 –
"Planar Dragon, Paradise",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-planar/planar-dragon-paradise/,dragons,8;
Adult Paradise Dragon CR 16,https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-planar/planar-dragon-paradise/adult-paradise-dragon-cr-16/,dragons,16 –
Ancient Paradise Dragon CR 21,https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-planar/planar-dragon-paradise/ancient-paradise-dragon-cr-21/,dragons,21 –
Young Paradise Dragon CR 12,https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-planar/planar-dragon-paradise/young-paradise-dragon-cr-12/,dragons,12 –
"Planar Dragon, Rift",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-planar/planar-dragon-rift/,dragons,8;
Adult Rift Dragon CR 16,https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-planar/planar-dragon-rift/adult-rift-dragon-cr-16/,dragons,16 –
Ancient Rift Dragon CR 21,https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-planar/planar-dragon-rift/ancient-rift-dragon-cr-21/,dragons,21 –
Young Rift Dragon CR 12,https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-planar/planar-dragon-rift/young-rift-dragon-cr-12/,dragons,12 –
"Dragon, Prism",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-prism/,dragons,17
"Dragon, Rope",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-rope/,dragons,5
"Dragon, Ruby",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-ruby/,dragons,3
"Dragon, Sinborn",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-sinborn/,dragons,12
"Dragon, Tidepool",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-tidepool/,dragons,3
"Dragon, World",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-world/,dragons,27
Dragonkin,https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragonkin/,dragons,9
"Dragons, True",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/,dragons,UNKNOWN
"Dragon, Jade",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/dragon-jade/,dragons,1;
"Jade Dragon, Adult",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/dragon-jade/jade-dragon-adult/,dragons,9
"Jade Dragon, Ancient",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/dragon-jade/jade-dragon-ancient/,dragons,14
"Jade Dragon, Young",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/dragon-jade/jade-dragon-young/,dragons,5
(Chromatic) Black,https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-black/,dragons,3;
"Black Dragon, Adult (Titanic)",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-black/dragon-black-adult-titanic/,dragons,14
"Black Dragon, Adult",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-black/adult-black-dragon/,dragons,11
"Black Dragon, Ancient",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-black/ancient-black-dragon/,dragons,16
"Black Dragon, Great Wyrm",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-black/black-dragon-great-wyrm/,dragons,19
"Black Dragon, Juvenile",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-black/black-dragon-juvenile/,dragons,8
"Black Dragon, Mature Adult",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-black/black-dragon-mature-adult/,dragons,12
"Black Dragon, Old",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-black/old-black-dragon/,dragons,14
"Black Dragon, Very Old",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-black/black-dragon-very-old/,dragons,15
"Black Dragon, Very Young",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-black/black-dragon-very-young/,dragons,5
"Black Dragon, Wyrm",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-black/black-dragon-wyrm/,dragons,17
"Black Dragon, Wyrmling",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-black/black-dragon-wyrmling/,dragons,3
"Black Dragon, Young",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-black/young-black-dragon/,dragons,7
"Black Dragon, Young Adult",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-black/young-adult-black-dragon/,dragons,10
(Chromatic) Blue,https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-blue/,dragons,5;
"Blue Dragon, Adult",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-blue/adult-blue-dragon/,dragons,13
"Blue Dragon, Ancient",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-blue/ancient-blue-dragon/,dragons,18
"Blue Dragon, Great Wyrm",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-blue/blue-dragon-great-wyrm/,dragons,21
"Blue Dragon, Juvenile",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-blue/blue-dragon-juvenile/,dragons,10
"Blue Dragon, Mature Adult",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-blue/blue-dragon-mature-adult/,dragons,14
"Blue Dragon, Old",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-blue/blue-dragon-old/,dragons,16
"Blue Dragon, Very Old",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-blue/blue-dragon-very-old/,dragons,17
"Blue Dragon, Very Young",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-blue/blue-dragon-very-young/,dragons,7
"Blue Dragon, Wyrm",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-blue/blue-dragon-wyrm/,dragons,19
"Blue Dragon, Wyrmling",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-blue/blue-dragon-wyrmling/,dragons,5
"Blue Dragon, Young",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-blue/young-blue-dragon/,dragons,9
"Blue Dragon, Young Adult",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-blue/blue-dragon-young-adult/,dragons,12
(Chromatic) Green,https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-green/,dragons,4;
"Green Dragon, Adult",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-green/adult-green-dragon/,dragons,12
"Green Dragon, Ancient",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-green/ancient-green-dragon/,dragons,17
"Green Dragon, Great Wyrm",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-green/green-dragon-great-wyrm/,dragons,20
"Green Dragon, Juvenile",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-green/green-dragon-juvenile/,dragons,9
"Green Dragon, Mature Adult",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-green/green-dragon-mature-adult/,dragons,13
"Green Dragon, Old",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-green/green-dragon-old/,dragons,15
"Green Dragon, Very Old",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-green/green-dragon-very-old/,dragons,16
"Green Dragon, Very Young",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-green/green-dragon-very-young/,dragons,6
"Green Dragon, Wyrm",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-green/green-dragon-wyrm/,dragons,18
"Green Dragon, Wyrmling",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-green/green-dragon-wyrmling/,dragons,4
"Green Dragon, Young",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-green/young-green-dragon/,dragons,8
"Green Dragon, Young Adult",https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-green/green-dragon-young-adult/,dragons,11
